하루쯤 나 혼자 어디라도 가야겠다,9.3,26,"['제주', '디톡스', '아세안', '김병종', '디지털', '여행 초보자']"
카레부부의 주말여행 버킷리스트,9.2,33,"['제주', '담양', '힐링', '전남', '국내여행', '감성']"
리얼 국내여행(2021~2022년),10,6,"['강원도', '충청도', '군산', '전라도', '경주', '고성']"
식객 허영만의 백반기행 세트(1-2권)(전2권),8.3,4,"['식당', '국내여행', '대원', '먹방', '부산', '제천']"
미쉐린 가이드 서울(2022),0,0,"['미슐랭', '맛집', '성북구', '레스토랑', '마포구', '식당']"
오는 날이 장날입니다,8.8,4,"['여행', '강원도', '경상남도', '사계절', '경상북도', '전라북도']"
특별하게 제주(2021~2022),10,2,"['제주시', '빅데이터', '가이드북', '올레', '카페', '맛집']"
서울의 맛집(2022)(블루리본서베이),10,1,"['베이커리', '스콘', '중식', '컨템포러리', '일식', '종로']"
에이든 제주여행 가이드북,10,32,"['제주시', '애월', '남원', '제주도', '성산', '맛집']"
제주 오름 여행,0,0,"['제주시', '백록담', '한라산', '맛집', '오라', '송악산']"
리얼 제주(2021~2022년),9.6,11,"['제주시', '코로나', '베이커리', '한라산', '여행가이드북', '제주도']"
아름다운 우리 절을 걷다,9.6,14,"['부처', '간송', '영취산', '학예사', '관세음보살', '스님']"
만약 우리의 언어가 위스키라고 한다면(양장본 HardCover),9.6,20,"['여행 에세이', '아일랜드', '스코틀랜드', '아일', '아이리시', '카프카']"
대한민국 베스트셀러 여행지 + 전국 맛집 318(개정판 2판)(블루리본 트래블),10,3,"['제주시', '부산광역시', '인천', '도시', '서해안', '금강']"
제 마음대로 살아보겠습니다,9.5,27,"['유튜브', '여행에세이', '스타트업', '우간다', '세렝게티', '블리치']"
에이든 세계지도로 세계여행 계획하기 2022-2023(개정판),9.8,16,"['아프리카', '티무르', '몽골', '오세아니아', '시베리아', '콜럼버스']"
누구에게나 저마다의 여행이 있다,10,9,"['승무원', '여행에세이', '칸쿤', '세계여행', '인도', '동유럽']"
"여행은 맑음, 때때로 흐림",10,3,"['코로나', '방콕', '발리', '파타야', '사우디', '여행사']"
아이들과 캠핑카로 누빈 미국서부 캐나다 핫스팟,10,2,"['비치', '호수', '라스베이거스', '디즈니 랜드', '베니스', '미키']"
나를 부르는 숲,8.6,1751,"['여행에세이', '트레일', '리먼', '공존', '개역', '미국여행']"
프렌즈 스페인 포르투갈(’20~’21)(Season 8)(8판)(프렌즈 시리즈 10),10,11,"['유럽여행', '바르셀로나', '그라나다', '가이드북', '리스본', '여행가이드']"
대한민국 트레킹 가이드(2판),0,0,"['제주', '계곡', '단양', '지리산', '한라산', '동백']"
오늘부터 차박캠핑(반양장),0,4,"['드라이브', '자연', '베스트', '제주도', '영남', '대한민국']"
아이랑 제주 여행(2021-2022),9.6,21,"['베이커리', '제주시', '놀이', '키즈', '카페', '학습']"
포르투갈에 물들다,10,39,"['리스본', '유럽여행', '포르투', '순례길', '파티마', '오비']"
프렌즈 미국 서부('19~'20)(Season5)(프렌즈 시리즈 22),9.3,34,"['노츠', '가이드북', '그랜드캐니언', '여행가이드', '밸리', '미국여행']"
프렌즈 미국 동부('20~'21)(Season 2),8.6,10,"['올랜도', '미국여행', '마이애미', '뉴욕', '시카고', '워싱턴']"
"작은 캠핑, 다녀오겠습니다(자기만의 방 Room No. 206)",10,2,"['심플', '피크닉', '크리에이터', '산책자', '노트', '아이템']"
무작정 따라하기 하와이(2020-2021)(3판),9.2,12,"['셰프', '무작정', '가이드북', '마우이', '여행가이드', '아일랜드']"
세계 도보여행 50,9.5,18,"['트레일', '자연', '티베트', '세계여행', '호이안', '문명']"
하와이 셀프트래블(2020-2021),9.6,29,"['호놀룰루', '가이드북', '마우이', '여행가이드', '아일랜드', '휴양지']"
에이든 국내여행 가이드북,9.3,64,"['강원도', '핫 플레이스', '충청남도', '경상남도', '경상북도', '전라북도']"
전국일주 가이드북,10,10,"['속초', '거제', '성서원', '구간', '대관령', '한국 관광공사']"
프렌즈 터키('19~'20)(Season 4)(프렌즈 시리즈 7),8.8,6,"['지중해', '아나톨리아', '파묵칼레', '흑해', '남동', '이스탄불']"
"서울, 경기, 인천 트레킹 가이드",10,13,"['둘레길', '가평', '산성', '동물원', '코스', '강화도']"
송일준 PD 제주도 한 달 살기,9.7,21,"['제주', '이중섭', '서귀포', '김정희', '쁘띠', '광주']"
자동차 주말여행 코스북(2020)(전면개정판 3판),9.4,20,"['서해안', '국내여행', '금강', '가이드북', '해안도', '여행가이드']"
"여행, 그 낯선 설렘",10,3,"['피렌체', '용기', '여행지', '행복', '선율', '터미널']"
에이든 우리나라 제주 여행지도(2021-2022)(개정판),6.8,12,"['서귀포', '가이드북', '한라산', '카페', '여행지', '맛집']"
프렌즈 파리('19~'20)(Season 4)(프렌즈 시리즈 15),8.1,12,"['구역', '여행가이드북', '몽마르트르', '프랑스여행', '샹젤리제', '메트로']"
국내여행 버킷리스트 101(죽기 전에 가 봐야 할),9.1,55,"['김삿갓', '국내여행', '정동진', '가이드북', '한옥마을', '여행가이드']"
리얼 하와이(2020~2021)(리얼 시리즈),10,4,"['마켓', '가이드북', '스폿', '여행가이드', '스노클링', '휴양지']"
"혼자, 천천히, 북유럽",10,28,"['드로잉', '여행에세이', '노르웨이', '핀란드', '북유럽여행', '노벨']"
에이든 우리나라 전국 여행지도 & Mini Guide Book(개정판),9.8,30,"['가평', '국내여행', '춘천', '가이드북', '파주', '여행가이드']"
전국의 맛집(2021)(블루리본 서베이),9.3,5,"['베이커리', '동구', '중구', '한식', '성남시', '북구']"
끌림(개정판 2판),9.3,183,"['한국에세이', '시집', '여행 에세이', '캄보디아', '이소라', '모로코']"
바람이 분다 당신이 좋다,9.3,198,"['한국에세이', '여행 에세이', '이소라', '여행 작가', '스토리텔링', '여행 이야기']"
무작정 따라하기 파리(2019-2020),9.7,16,"['셰프', '몽마르트르', '여행가이드북', '샹젤리제', '파리여행', '지 베르니']"
프랑스 와인 여행(2022~2023)(2판)(크레이지 홀리데이 2),10,1,"['밸리', '여행가이드북', '부르고뉴', '여행정보', '프로방스', '투어']"
자전거 여행 바이블: 국토종주편,0,0,"['동해안', '국내여행', '영산강', '낙동강', '섬진강', '금강']"
꼭 한번은 가봐야 할 사찰,9.6,5,"['부처', '오대산', '갓바위', '대원사', '간월암', '향일암']"
세계지도(글로벌 감각을 익히는)(개정판),9.7,11,"['유럽', '남아메리카', '세계여행', '북아메리카', '중국', '가이드북']"
프렌즈 뉴욕('19~'20)(Season 5)(개정판 5판)(프렌즈 시리즈 4),9.5,7,"['센트럴 파크', '여행가이드북', '브루클린', '미국여행', '맨해튼', '스트리트']"
"살아보니, 대만",10,11,"['여행에세이', '중국어', '한국어 교육', '샤샤', '한국 문화', '진진']"
"영진5만 지도 1:50,000(전국편)(수정판)",9.8,12,"['서귀포', '금강', '고성', '항법', '펜션', '스키장']"
"즐거워, 빵과 커피가 있으면",9,3,"['베이커리', '여행', '음식', '브레드', '브런치', '빵집']"
보통의 우리가 여행하는 법,10,4,"['이집트', '낙원', '제리코', '몰디브', '카자흐스탄', '마추픽추']"
대한민국 둘레길,10,2,"['구간', '남해안', '서해안', '목포', '부산', '동해']"
사월,10,1,"['여행', '블라디보스토크', '러시아', '페로', '아이슬란드', '뷰파인더']"
아 파리(A Paris),8.8,132,"['여행', '유럽여행', '뮤지엄', '브런치', '가이드북', '지엔']"
백반기행. 2(식객 허영만의),7.8,534,"['식당', '국내여행', '맛집', '먹방', '부산', '인천']"
자전거 여행 바이블(2020-2021)(2판),8.8,5,"['제주시', '영산강', '국내여행', '섬진강', '테마여행', '금강']"
이번엔 부산(Enjoy 국내여행 시리즈 6),0,2,"['시티투어', '여행가이드북', '남해', '김해', '근교 여행', '범어사']"
아름다운 사찰여행,9.3,32,"['모악산', '힐링', '산사', '국내여행', '지리산', '테마여행']"
바르셀로나(Barcelona),9.6,28,"['시에스타', '스페인여행', '크리에이티브', '예쁘다', '크리에이터', '피크닉']"
대한민국 요즘 여행(2021~2022)(개정판),7.5,1,"['강릉', '춘천', '정동진', '비치', '산토리니', '삼양']"
프렌즈 동유럽('19~'20)(Season 9)(9판)(프렌즈 시리즈 8),9.5,28,"['체코', '여행가이드북', '유럽여행', '베스트', '프라하', '크로아티아']"
프렌즈 태국('19~'20)(Season 6)(프렌즈 시리즈 16),10,4,"['카오산', '여행가이드북', '방콕', '태국여행', '치앙마이', '아유타야']"
프렌즈 하와이('19~'20)(Season 5)(프렌즈 시리즈 13),8.8,39,"['여행', '마우이', '여행가이드북', '아일랜드', '루아', '코스트']"
프렌즈 유럽('19~'20)(Season 8)(프렌즈 시리즈 2),10,15,"['스위스', '여행가이드북', '유럽여행', '이탈리아', '프랑스', '우피치']"
프렌즈 러시아 에스토니아('19~'20)(Season 1)(프렌즈 시리즈 34),10,20,"['블라디보스토크', '여행가이드북', '상트페테르부르크', '러시아여행', '모스크바', '러시아어']"
프렌즈 독일('19~'20)(Season 5)(5판)(프렌즈 시리즈 12),10,8,"['프랑크푸르트', '여행가이드북', '뮌헨', '독일여행', '뉘른베르크', '하노버']"
프렌즈 캐나다('20~'21)(Season1)(프렌즈 시리즈 35),7.2,6,"['메이플', '가이드북', '퀘벡', '여행가이드', '밴쿠버', '캐나다여행']"
프렌즈 싱가포르(2020-2021)(season5)(5판)(프렌즈 시리즈 19),9.2,13,"['마리나', '가이드북', '로드', '여행가이드', '베이', '동남아여행']"
대한민국 자동차 캠핑 가이드,10,19,"['캠핑카', '캠 핑장', '강원도', '모터', '제주도', '카라반']"
제주 오름 트레킹 가이드,10,14,"['제주시', '올레길', '랜드마크', '제주어', '한라산', '군산']"
한 끼 식사의 행복: 서울의 소문난 인생 맛집 165곳,8.9,11,"['명동', '평양', '메뉴', '식당', '잔치국수', '우동']"
전국도로지도,9.4,5,"['시편', '서울', '시가', '철도', '관광', '축소']"
저스트고 시애틀: 포틀랜드(2019-2020)(Just Go),9.7,21,"['베이커리', '여행가이드북', '나이트', '미국여행', '스트리트', '라이프']"
저스트고 괌(2020-2021)(카카오프렌즈 스페셜 에디션),9.1,6,"['유럽', '프리미어', '플라자', '다낭', '리조트', '아웃렛']"
제주 오름 기행,9.7,20,"['추사', '김영갑', '한라산', '중앙일보', '성산 일출봉', '올레길']"
산티아고 길의 마을과 성당,9.9,20,"['카미노', '포르토', '로스', '레이나', '라바', '피노']"
여행의 순간,10,5,"['공감', '다낭', '교토', '설렘', '상트페테르부르크', '마추픽추']"
디스 이즈 뉴욕(This is New York)(2019-2020)(개정판)(디스 이즈 시리즈),10,21,"['뉴요커', '보스턴', '마켓', '시카고', '나이아가라 폭포', '워싱턴']"
Camino,0,0,"['카미노', '산티아고', '라바', '콤포스텔라', '로스', '포르토']"
우리가 모르는 경기도(경기별곡 1),9.7,14,"['조선', '김포', '한강', '수원', '한탄강', '다산 정약용']"
미국을 여행하는 가장 매력적인 방법,10,3,"['캠 핑장', '알래스카', '트립', '트레일', '주니어', '레인저']"
알고 찾는 지리산,10,3,"['최치원', '대원사', '청학동', '천왕봉', '노고단', '한신']"
나홀로 여행 컨설팅북(2판),10,18,"['템플스테이', '가이드북', '강원도', '여행가이드', '시티투어', '자유여행']"
카페 인 유럽(Cafe !n Europe)(인[!n] 시리즈),10,7,"['북카페', '파더', '파이브', '쁘띠', '브런치', '커피']"
백반기행(식객 허영만의),7.6,2368,"['식당', '국내여행', '대원', '광주', '먹방', '부산']"
자전거 여행 바이블: 수도권편,10,2,"['인천시', '서울시', '중구', '양평군', '코스', '강북구']"
노르웨이의 시간,9.1,32,"['피오르', '북유럽여행', '베르겐', '가이드북', '후스', '여행가이드']"
진짜 프랑스는 시골에 있다,7.5,19,"['셰프', '음식', '유럽여행', '부르고뉴', '와인', '사람']"
베트남 역사문화기행(참전 수병 유교수와 함께 가는),0,0,"['모택동', '다낭', '하롱베이', '호찌민', '남북', '프랑스']"
라멘 먹으러 왔습니다,0,0,"['훗카이도', '일본여행', '일본 전국', '여행가이드', '도호쿠', '맛집여행']"
대한민국 오지여행,10,6,"['신안', '국내여행', '오대산', '캠핑', '완도', '언택트']"
스페인 너는 자유다,9.5,87,"['여행에세이', '안익태', '유럽여행', '피카소', '성시경', '아나운서']"
호주 100배 즐기기(2019~2020),9.1,21,"['브리즈번', '여행가이드북', '멜버른', '호주여행', '로드', '시드니']"
스위스 100배 즐기기(2019~2020)(100배 즐기기),10,13,"['여행', '여행가이드북', '유럽여행', '모리츠', '라우터', '바젤']"
캐나다 워킹홀리데이,10,1,"['커리어', '레터', '레퍼런스', '영어', '비자', '트레인']"
프렌즈 두바이('19~'20)(Season 2)(프렌즈 시리즈 29),10,2,"['마리나', '여행가이드북', '아부다비', '쿠즈', '아랍', '올드']"
프렌즈 이탈리아('20~'21)(Season 9)(9판)(프렌즈 시리즈 18),10,7,"['피렌체', '유럽여행', '베스트', '유럽', '가이드북', '로마']"
프렌즈 런던('20~'21)(Season 5)(프렌즈 시리즈 20),0,9,"['마켓', '엔드', '뮤지엄', '뮤지컬', '그리니치', '영국']"
"지금, 행복하고 싶어",9.6,38,"['여행에세이', '에티오피아', '히말라야', '인도 여행', '유튜버', '미얀마']"
"스물다섯, 서른, 세계여행",9.6,30,"['루앙프라방', '방콕', '마추픽추', '쿠스코', '치앙마이', '뉴욕']"
대한민국전도(행정),7.9,10,"['여행', '지도책', '상품', '준비', '사람']"
제주도전도(도별지도),0,0,"['여행', '지도책', '준비', '사람']"
빌 브라이슨 발칙한 영국산책. 2,9.3,87,"['여행에세이', '예리', '밀리언셀러', '시스터즈', '디스트릭트', '레지스']"
빌 브라이슨 발칙한 영국산책(리커버 에디션),10,7,"['여행에세이', '코츠', '런던', '도버', '영국여행', '칼레']"
스타벅스 OFFICIAL BOOK,8,3,"['일본', '고베', '일본여행', '시애틀', '기타노', '이진']"
잠깐 다녀오겠습니다(느릿느릿 걷기 좋은 사계절 코스 40),10,3,"['제주', '둘레길', '걷기 여행', '산책로', '한옥마을', '숲길']"
저스트고 스페인 포르투갈(2020~2021년)(카카오프렌즈 에디션),10,8,"['여행', '유럽여행', '그라나다', '가이드북', '바르셀로나', '여행가이드']"
저스트고 유럽 5개국 (2020~2021) (카카오프렌즈 스페셜 에디션)(Just go),9.2,13,"['여행', '유럽여행', '스위스', '가이드북', '이탈리아', '여행가이드']"
우리 아이 역사 여행(우리 아이 여행 시리즈),10,22,"['고인돌', '유네스코', '유적지', '고분군', '박물관', '서대문형무소']"
도쿄미식회,10,39,"['카페', '일본여행', '덮밥', '맛집여행', '스키야키', '미식기행']"
산티아고 어게인,9.6,36,"['여행', '리스본', '포르투갈', '포르투', '택트', '암스테르담']"
시리얼 시티가이드 뉴욕,8.9,13,"['뮤지엄', '브런치', '미국여행', '스턴스', '트렌디', '여행 가이드북']"
어떤 이름에게,9.8,22,"['여행에세이', '스크루지', '바르셀로나', '전혜린', '여행사진', '디렉터']"
바람의 딸 걸어서 지구 세바퀴 반 세트(전4권),10,3,"['중국', '배낭 여행자', '견문록', '오지', '한비', '여행기']"
남인도 기행,0,0,"['사원', '크리슈나', '나타', '중국식', '세인트', '간디']"
길에서 만난 사람들,10,5,"['불가리아', '터키', '루마니아', '이스탄불', '소피아', '비엔나']"
"그냥, 2200km를 걷다",8.8,8,"['모험', '알베르', '리스본', '순례길', '카미노', '산티아고']"
일본의 걷고 싶은 길. 1: 홋카이도 혼슈,10,19,"['교토', '일본여행', '마쓰모토', '아라시', '유후인', '삿포로']"
여행의 기술(양장본 HardCover),8.7,1969,"['여행에세이', '예술', '암스테르담', '프로방스', '디스트릭트', '세계여행']"
남미 자유배낭여행 68일의 도전,10,1,"['여행에세이', '칠레', '볼리비아', '남미여행', '아르헨티나', '토레스']"
불멸의 산책,8.8,3,"['카미노', '디톡스', '공쿠르', '순례자', '알폰소', '빌바오']"
"사람길 국토종주: 해남, 강진, 영암, 나주 편",10,1,"['월출산', '한석봉', '다산 초당', '운곡', '영산강', '트레일']"
유럽 여행백서(2019~2020)(개정판),10,4,"['크로아티아', '프랑스', '세비야', '이탈리아', '스플리트', '영국']"
제주도 여행백서(2021~2022)(대한민국 여행자를 위한)(개정판),10,5,"['제주시', '제주 여행', '국내여행', '올레', '제주도여행', '뽀로로']"
"길 위에서, 우리는 서로에게 깃든다",10,28,"['행복', '여행에세이', '바이칼', '산티아고', '히말라야', '기억']"
나는 이렇게 여행을 한다,10,3,"['여행에세이', '제주', '하멜', '류성룡', '파란만장', '정조']"
부부가 함께 떠나는 전국 자동차 여행,5.9,7,"['강원도', '벌교', '당진', '서산', '해남', '인생 설계']"
진짜 도쿄 맛집을 알려줄게요(현지인이 다니는)(자기만의 방 Room No. 202),9.7,77,"['베이커리', '신주쿠', '일본여행', '맛집여행', '에비스', '면 요리']"
인조이 두바이(2020),0,0,"['파크', '아랍', '사막', '와일드', '이슬람', '워터']"
